EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
E2138,50,Senior,Yes,Travel_Frequently,438,2,3,Medical,1,9081,3,Male,43,1,3,Clinical Research Associate II,2,Divorced,14623,Low,5262,3,Y,No,15,3,2,8,3,21,0,2,27,14,5,5
E2139,47,Senior,No,Non-Travel,1274,17,4,Medical,1,1598,4,Female,63,3,1,Clinical Trial Manager,2,Married,11855,Low,9387,9,Y,No,18,4,3,8,0,7,0,2,13,8,5,10
E2140,38,Young,No,Non-Travel,1256,8,3,Technical Degree,1,5755,2,Female,52,3,5,Senior CRA,4,Single,17599,Low,15609,0,Y,No,15,2,4,8,0,24,3,3,5,12,2,1
E2141,59,Young,Yes,Non-Travel,712,12,1,Technical Degree,1,1064,2,Female,98,3,5,Clinical Trial Manager,1,Divorced,18165,High,3236,4,Y,No,19,4,2,8,2,33,7,4,15,0,1,2
E2142,34,Senior,No,Non-Travel,286,2,3,Life Sciences,1,9985,4,Male,58,1,5,Clinical Project Manager,4,Divorced,16570,Medium,11264,2,Y,Yes,17,1,1,8,0,15,8,1,5,1,3,2
E2143,47,Senior,Yes,Travel_Rarely,1200,18,3,Technical Degree,1,5506,1,Female,32,2,4,Clinical Research Associate I,2,Divorced,14358,Low,4433,5,Y,Yes,17,3,4,8,3,34,4,4,2,8,0,0
E2144,59,Middle-aged,Yes,Travel_Frequently,441,1,2,Medical,1,1706,2,Female,48,3,1,Clinical Project Manager,3,Divorced,3967,Low,2697,1,Y,No,22,3,3,8,2,36,9,2,22,5,1,5
E2145,41,Senior,Yes,Travel_Frequently,1194,2,2,Other,1,5872,4,Male,94,4,4,Clinical Trial Assistant,3,Married,19792,Low,19456,5,Y,No,10,1,3,8,0,5,3,1,11,3,9,10
E2146,35,Young,No,Non-Travel,160,15,4,Medical,1,2462,4,Male,79,1,5,Clinical Project Manager,1,Married,18274,High,8381,9,Y,No,14,2,3,8,1,29,1,2,16,4,1,12
E2147,20,Middle-aged,Yes,Travel_Frequently,370,22,4,Medical,1,1016,2,Female,54,1,4,Clinical Trial Manager,2,Divorced,6654,High,16076,5,Y,No,11,3,3,8,2,16,8,2,4,1,5,12
E2148,37,Young,No,Travel_Frequently,655,10,2,Other,1,9328,2,Female,42,4,1,Senior CRA,1,Single,14644,Low,10803,0,Y,No,15,4,3,8,3,13,8,4,26,3,3,4
E2149,49,Middle-aged,Yes,Travel_Rarely,578,2,1,Medical,1,2336,2,Male,83,1,5,Clinical Research Associate I,1,Married,4440,High,19282,4,Y,Yes,23,1,1,8,0,11,0,2,20,13,0,6
E2150,37,Senior,Yes,Travel_Rarely,1273,22,4,Life Sciences,1,8165,2,Female,84,1,1,Clinical Research Associate II,4,Single,2996,High,9574,5,Y,Yes,12,1,3,8,2,10,2,1,29,14,3,13
E2151,45,Middle-aged,Yes,Travel_Frequently,484,26,1,Technical Degree,1,5877,4,Male,33,1,3,Senior CRA,4,Married,17792,Medium,16804,2,Y,Yes,15,1,2,8,1,32,2,1,13,2,9,7
E2152,22,Senior,Yes,Travel_Frequently,303,29,2,Technical Degree,1,7566,4,Male,53,3,5,Clinical Research Associate II,2,Married,12919,Low,9417,8,Y,No,10,1,4,8,3,31,0,1,3,9,1,0
E2153,31,Young,Yes,Non-Travel,657,9,4,Life Sciences,1,7157,3,Female,44,2,3,Clinical Trial Assistant,2,Married,19707,Medium,6461,2,Y,No,20,1,3,8,1,9,2,2,28,2,1,1
E2154,22,Senior,Yes,Travel_Frequently,249,14,4,Technical Degree,1,3807,3,Female,37,3,5,Clinical Project Manager,2,Single,18114,Low,4428,7,Y,Yes,11,4,3,8,1,35,8,3,20,11,1,8
E2155,46,Middle-aged,No,Travel_Frequently,294,21,2,Technical Degree,1,2160,1,Male,56,3,4,Clinical Trial Assistant,1,Single,3220,Low,16666,9,Y,Yes,14,2,3,8,3,36,4,4,21,6,7,0
E2156,47,Middle-aged,Yes,Travel_Frequently,600,28,3,Life Sciences,1,3126,1,Female,32,2,5,Clinical Trial Assistant,3,Divorced,7401,Medium,15817,2,Y,No,19,2,4,8,3,24,2,1,10,8,2,14
E2157,48,Young,No,Travel_Rarely,1366,23,3,Life Sciences,1,8660,3,Female,44,4,5,Senior CRA,3,Divorced,11749,Low,4121,1,Y,No,23,2,1,8,0,4,3,1,28,14,6,10
E2158,35,Young,No,Travel_Rarely,174,4,2,Life Sciences,1,4380,4,Female,83,3,5,Clinical Project Manager,1,Single,12488,Low,18323,1,Y,Yes,22,2,2,8,3,36,8,2,3,5,8,8
E2159,50,Young,Yes,Travel_Frequently,232,8,4,Other,1,8529,2,Male,55,3,4,Clinical Research Associate II,4,Single,15927,Medium,14782,2,Y,Yes,24,4,2,8,3,14,9,2,9,0,6,12
E2160,52,Senior,No,Non-Travel,550,13,2,Other,1,6876,4,Female,88,2,2,Clinical Research Associate II,2,Divorced,17272,High,12924,2,Y,No,21,1,1,8,3,0,7,4,10,8,5,1
E2161,34,Young,Yes,Travel_Frequently,675,4,1,Medical,1,4691,1,Female,66,4,3,Clinical Trial Manager,4,Divorced,19643,Medium,13123,4,Y,No,17,2,3,8,0,11,0,1,27,5,7,4
E2162,47,Middle-aged,No,Non-Travel,1498,27,1,Other,1,6333,4,Male,70,4,2,Clinical Research Associate II,1,Divorced,3927,Medium,7866,4,Y,No,13,4,2,8,1,8,5,2,24,6,0,8
E2163,46,Young,Yes,Non-Travel,1205,6,1,Other,1,9852,4,Male,29,4,3,Senior CRA,2,Married,15252,Medium,17565,6,Y,Yes,22,1,1,8,1,34,2,3,13,9,3,14
E2164,25,Young,Yes,Non-Travel,357,3,1,Other,1,8054,1,Male,62,2,1,Clinical Trial Manager,3,Divorced,4785,Medium,17369,9,Y,Yes,23,1,4,8,0,0,0,2,17,6,6,8
E2165,31,Senior,No,Travel_Frequently,705,1,4,Medical,1,6381,3,Male,36,1,1,Clinical Research Associate II,2,Married,4101,High,2745,1,Y,No,20,3,2,8,3,19,3,4,23,4,1,14
E2166,20,Young,Yes,Non-Travel,1148,11,2,Life Sciences,1,8072,3,Male,54,4,4,Clinical Research Associate II,2,Divorced,6502,Medium,6901,3,Y,No,21,3,4,8,2,25,2,3,18,2,5,13
E2167,29,Senior,Yes,Travel_Frequently,560,14,3,Life Sciences,1,2139,1,Male,98,3,2,Clinical Research Associate I,4,Divorced,16089,High,2830,2,Y,Yes,20,1,1,8,1,15,2,3,28,12,8,3
E2168,18,Young,Yes,Travel_Frequently,1152,21,3,Life Sciences,1,4993,2,Male,67,4,3,Clinical Project Manager,4,Married,10140,Medium,7204,0,Y,Yes,16,1,3,8,2,5,3,3,7,1,8,5
E2169,39,Middle-aged,Yes,Non-Travel,471,22,1,Life Sciences,1,9310,3,Female,68,1,3,Clinical Research Associate II,3,Divorced,19830,Medium,16414,6,Y,Yes,11,1,3,8,2,3,7,4,11,13,2,3
E2170,45,Young,Yes,Travel_Rarely,107,11,3,Medical,1,9676,3,Female,66,2,2,Clinical Trial Assistant,2,Divorced,16177,Medium,18153,3,Y,Yes,18,1,3,8,0,19,8,1,28,10,0,11
E2171,19,Senior,Yes,Non-Travel,733,7,4,Medical,1,3019,1,Male,29,1,2,Clinical Trial Assistant,2,Divorced,8914,Low,12120,9,Y,No,21,1,1,8,3,13,7,2,26,12,6,4
E2172,40,Young,No,Travel_Frequently,1232,23,3,Life Sciences,1,9390,4,Female,78,2,4,Clinical Research Associate I,3,Single,4758,Medium,7162,4,Y,Yes,24,1,4,8,0,34,9,1,27,8,2,10
E2173,49,Young,Yes,Travel_Frequently,738,13,2,Technical Degree,1,3139,1,Female,93,4,1,Clinical Project Manager,1,Married,14455,Medium,2971,3,Y,Yes,15,4,2,8,2,8,7,1,0,14,1,14
E2174,22,Young,Yes,Travel_Frequently,988,1,4,Other,1,8288,2,Female,60,4,2,Clinical Trial Assistant,2,Single,15381,High,2752,4,Y,Yes,11,1,3,8,3,14,7,3,17,6,5,8
E2175,42,Young,No,Travel_Rarely,603,9,4,Life Sciences,1,7750,2,Female,29,2,2,Clinical Trial Assistant,2,Single,11245,Low,15259,9,Y,Yes,23,2,4,8,1,11,2,2,28,8,0,8
E2176,50,Senior,No,Travel_Frequently,1084,13,2,Other,1,1762,3,Male,72,1,1,Clinical Trial Assistant,4,Married,11608,High,6584,9,Y,Yes,10,3,3,8,3,29,6,4,10,3,3,10
E2177,31,Middle-aged,No,Non-Travel,240,11,3,Technical Degree,1,2109,3,Female,96,1,3,Clinical Trial Manager,2,Divorced,11798,High,8327,7,Y,No,16,3,2,8,0,26,0,3,2,4,8,2
E2178,59,Young,Yes,Travel_Rarely,678,4,4,Medical,1,2957,4,Female,57,3,1,Clinical Research Associate II,3,Divorced,18076,High,19104,2,Y,No,10,3,2,8,3,21,6,1,10,11,9,8
E2179,28,Young,Yes,Travel_Rarely,1223,15,4,Life Sciences,1,6059,4,Male,45,2,2,Clinical Project Manager,4,Married,4846,High,17077,6,Y,No,14,4,3,8,1,38,0,1,23,1,7,13
E2180,24,Middle-aged,Yes,Travel_Rarely,269,5,4,Medical,1,3038,1,Female,43,1,5,Senior CRA,1,Married,9684,Low,2721,3,Y,No,20,4,2,8,2,20,4,2,10,0,8,14
E2181,20,Senior,No,Non-Travel,641,24,1,Life Sciences,1,9785,2,Female,25,1,5,Clinical Trial Manager,3,Divorced,11630,Low,10226,7,Y,No,22,4,2,8,1,17,5,1,0,13,8,3
E2182,59,Young,Yes,Non-Travel,215,27,3,Technical Degree,1,9889,3,Female,37,2,3,Clinical Research Associate I,4,Divorced,4642,Medium,4681,5,Y,Yes,22,2,2,8,1,2,0,4,7,9,6,8
E2183,34,Middle-aged,Yes,Travel_Frequently,325,8,3,Other,1,6516,2,Female,51,3,3,Senior CRA,2,Married,17264,High,11986,8,Y,Yes,24,1,3,8,2,31,3,3,6,0,9,8
E2184,59,Senior,Yes,Travel_Frequently,1282,12,1,Technical Degree,1,2231,2,Female,99,3,4,Clinical Project Manager,3,Married,17698,High,14206,2,Y,No,21,3,4,8,1,12,6,3,14,9,7,12
E2185,25,Senior,No,Non-Travel,1260,5,4,Other,1,4289,4,Female,91,4,4,Senior CRA,2,Single,13526,Medium,11385,8,Y,No,10,4,4,8,3,18,4,4,21,10,9,12
E2186,33,Middle-aged,Yes,Travel_Rarely,561,13,3,Life Sciences,1,3669,1,Female,34,2,2,Clinical Trial Manager,1,Single,8607,High,5781,9,Y,No,24,2,2,8,3,23,7,2,5,6,2,10
E2187,49,Young,No,Non-Travel,914,17,2,Other,1,9671,2,Male,99,1,3,Clinical Research Associate I,3,Single,19118,Low,16451,4,Y,No,11,1,2,8,3,11,1,3,18,13,7,9
E2188,20,Young,No,Travel_Frequently,202,25,4,Life Sciences,1,9209,3,Female,66,4,5,Clinical Research Associate I,3,Single,10797,Low,8235,4,Y,Yes,16,1,3,8,0,14,7,3,10,12,6,2
E2189,26,Middle-aged,Yes,Travel_Frequently,839,20,3,Life Sciences,1,8944,1,Female,58,4,4,Clinical Trial Manager,4,Divorced,12850,Low,19283,5,Y,No,21,2,4,8,2,5,8,3,10,4,1,2
E2190,51,Young,Yes,Travel_Rarely,1197,19,1,Other,1,3971,1,Female,51,4,2,Clinical Trial Assistant,3,Divorced,19077,Low,16623,7,Y,No,24,1,1,8,3,33,0,3,25,0,0,10
E2191,51,Senior,Yes,Travel_Frequently,329,9,1,Life Sciences,1,5777,2,Female,34,2,1,Clinical Trial Assistant,2,Married,17430,High,5569,6,Y,No,12,3,4,8,0,16,0,3,7,10,9,8
E2192,44,Middle-aged,No,Travel_Rarely,656,14,3,Technical Degree,1,9019,3,Male,21,4,3,Clinical Research Associate II,4,Married,13995,Low,6245,3,Y,No,17,2,3,8,2,34,2,4,8,11,7,5
E2193,32,Senior,No,Travel_Rarely,278,4,1,Life Sciences,1,5085,3,Female,55,2,3,Clinical Research Associate I,4,Married,19749,Medium,4122,7,Y,Yes,12,2,3,8,2,31,9,4,12,2,2,2
E2194,46,Senior,Yes,Non-Travel,337,20,3,Other,1,2159,4,Male,77,4,4,Clinical Project Manager,1,Single,19892,Low,5346,4,Y,No,24,2,4,8,2,15,0,1,25,14,4,13
E2195,28,Young,Yes,Travel_Frequently,918,2,1,Technical Degree,1,4419,4,Female,47,1,1,Clinical Research Associate I,3,Married,19032,Medium,5916,9,Y,No,17,4,4,8,1,1,0,4,19,12,5,11
E2196,59,Senior,Yes,Travel_Rarely,545,10,2,Other,1,7375,1,Male,34,2,4,Clinical Research Associate II,3,Single,4844,Low,15783,2,Y,No,15,4,1,8,3,21,3,1,6,8,5,0
E2197,58,Senior,Yes,Travel_Rarely,1044,14,1,Other,1,8805,3,Female,85,4,4,Clinical Research Associate I,1,Single,7416,Low,2526,0,Y,Yes,18,2,1,8,1,0,3,4,24,11,7,10
E2198,25,Senior,No,Travel_Rarely,662,14,1,Medical,1,1213,4,Female,74,2,1,Clinical Project Manager,1,Single,4406,Medium,3726,4,Y,Yes,14,2,4,8,2,28,8,3,20,6,0,6
E2199,22,Young,Yes,Travel_Frequently,1058,10,3,Medical,1,6463,2,Male,31,2,1,Senior CRA,2,Divorced,7809,High,2463,5,Y,No,17,1,3,8,2,18,1,1,24,8,2,12
E2200,23,Middle-aged,Yes,Travel_Frequently,398,24,1,Other,1,7418,1,Male,69,4,2,Senior CRA,4,Single,4992,Low,14440,6,Y,No,24,3,1,8,0,13,9,2,16,2,1,5
E2201,38,Middle-aged,No,Non-Travel,1254,29,1,Technical Degree,1,6174,4,Female,55,2,5,Clinical Project Manager,2,Divorced,5521,Medium,18260,9,Y,Yes,14,2,2,8,3,0,0,2,11,2,1,5
E2202,33,Young,Yes,Travel_Frequently,812,9,4,Life Sciences,1,2883,2,Female,67,3,3,Senior CRA,2,Single,3521,High,15606,8,Y,No,14,2,1,8,2,14,7,3,2,2,7,6
E2203,18,Middle-aged,Yes,Travel_Rarely,740,3,1,Technical Degree,1,8495,1,Female,85,1,1,Clinical Trial Assistant,4,Divorced,5801,High,9162,7,Y,Yes,15,4,1,8,1,15,2,4,17,10,6,13
E2204,50,Middle-aged,No,Travel_Rarely,514,2,3,Technical Degree,1,5052,3,Female,48,2,2,Senior CRA,1,Divorced,18889,High,6435,4,Y,No,12,1,4,8,3,31,2,1,16,5,4,9
E2205,48,Middle-aged,Yes,Travel_Rarely,1045,24,3,Technical Degree,1,2878,4,Female,93,1,3,Clinical Research Associate II,4,Married,8654,High,2028,9,Y,Yes,17,1,3,8,0,18,8,1,11,6,9,4
E2206,56,Senior,No,Travel_Rarely,1233,17,3,Other,1,3564,3,Female,60,4,3,Clinical Trial Assistant,1,Single,18113,Low,16063,8,Y,No,23,3,1,8,1,20,3,3,28,9,2,8
E2207,30,Young,Yes,Non-Travel,1372,19,1,Technical Degree,1,4071,1,Male,77,3,2,Clinical Trial Assistant,3,Single,7197,Low,1382,9,Y,Yes,14,3,4,8,1,4,0,2,2,1,0,1
E2208,57,Middle-aged,Yes,Non-Travel,370,11,2,Life Sciences,1,8740,4,Female,51,2,3,Clinical Trial Assistant,4,Married,5453,High,8973,8,Y,No,17,4,4,8,2,1,9,1,19,4,2,0
E2209,20,Middle-aged,No,Travel_Rarely,308,3,3,Life Sciences,1,3912,3,Male,32,3,3,Clinical Trial Assistant,1,Married,5442,Low,7264,8,Y,No,18,4,2,8,1,18,1,1,22,0,1,2
E2210,52,Senior,No,Non-Travel,1454,5,1,Technical Degree,1,4945,1,Male,66,1,1,Clinical Trial Manager,3,Single,9563,Low,5979,6,Y,No,14,4,4,8,1,25,4,3,25,12,5,5
E2211,24,Middle-aged,Yes,Travel_Frequently,1485,10,1,Medical,1,7386,3,Female,66,4,5,Senior CRA,3,Single,8799,Medium,3249,7,Y,No,12,1,3,8,2,23,3,2,5,6,6,4
E2212,57,Senior,Yes,Non-Travel,1032,7,4,Medical,1,6562,3,Male,36,2,1,Clinical Research Associate I,1,Single,8009,Low,16540,8,Y,No,18,3,1,8,0,35,9,3,15,11,1,14
E2213,30,Middle-aged,Yes,Travel_Frequently,788,8,4,Other,1,5665,2,Male,79,2,4,Clinical Research Associate II,2,Divorced,3970,Medium,10502,8,Y,No,21,4,2,8,1,5,7,4,10,11,9,0
E2214,25,Middle-aged,Yes,Non-Travel,1272,9,4,Life Sciences,1,1370,3,Female,46,1,3,Senior CRA,2,Married,18036,High,4738,2,Y,No,16,2,2,8,1,27,4,3,1,1,9,1
E2215,53,Middle-aged,Yes,Travel_Rarely,1262,9,2,Other,1,1762,3,Male,42,1,5,Senior CRA,4,Divorced,15917,Medium,10272,1,Y,Yes,23,1,1,8,1,20,3,2,27,5,3,13
E2216,51,Young,Yes,Non-Travel,1084,9,2,Medical,1,2531,2,Male,59,2,3,Clinical Trial Assistant,3,Married,14368,Medium,5546,4,Y,No,13,4,3,8,0,32,6,4,13,1,7,14
E2217,25,Young,Yes,Travel_Frequently,703,29,1,Life Sciences,1,1088,1,Male,98,4,1,Clinical Research Associate I,2,Divorced,6261,High,7087,9,Y,Yes,22,3,3,8,2,30,9,3,14,12,8,0
E2218,52,Young,Yes,Non-Travel,143,16,2,Life Sciences,1,7999,4,Female,80,1,5,Clinical Research Associate I,4,Married,19864,High,11996,4,Y,No,15,2,4,8,1,22,7,4,4,7,4,0
E2219,48,Middle-aged,No,Travel_Frequently,1288,9,2,Life Sciences,1,8472,1,Female,81,4,2,Clinical Trial Assistant,1,Divorced,19884,Low,18079,6,Y,Yes,14,3,1,8,0,23,6,3,12,2,3,7
E2220,44,Middle-aged,No,Travel_Rarely,438,21,4,Life Sciences,1,8445,1,Female,82,1,3,Clinical Trial Assistant,1,Married,15217,Medium,16920,7,Y,Yes,13,3,1,8,0,21,7,4,22,7,9,11
E2221,23,Young,Yes,Non-Travel,768,15,4,Technical Degree,1,2176,3,Female,60,3,2,Senior CRA,1,Single,13702,High,19079,4,Y,Yes,10,1,3,8,3,13,1,4,24,13,1,2
E2222,31,Young,Yes,Travel_Rarely,947,17,1,Technical Degree,1,7581,3,Female,70,1,5,Clinical Research Associate II,1,Divorced,11804,Medium,4946,4,Y,No,21,1,2,8,2,24,2,4,2,13,3,8
E2223,42,Middle-aged,Yes,Travel_Rarely,354,16,2,Other,1,4059,4,Female,20,4,3,Clinical Trial Assistant,3,Single,8886,Medium,5789,4,Y,Yes,14,4,1,8,1,35,5,2,13,14,5,10
E2224,54,Middle-aged,Yes,Travel_Rarely,628,11,2,Medical,1,6224,2,Male,66,3,1,Senior CRA,3,Married,5870,High,17216,6,Y,Yes,13,3,3,8,1,30,0,3,9,1,9,10
E2225,54,Middle-aged,No,Travel_Frequently,1361,13,2,Technical Degree,1,2288,2,Male,91,1,2,Clinical Trial Manager,3,Divorced,14612,Low,6768,9,Y,Yes,19,4,4,8,1,7,1,1,14,6,5,5
E2226,56,Young,Yes,Travel_Frequently,148,18,3,Technical Degree,1,4079,2,Female,89,4,1,Clinical Research Associate I,3,Divorced,3810,Medium,8534,0,Y,Yes,13,3,3,8,1,19,4,2,25,12,9,8
E2227,59,Middle-aged,Yes,Travel_Rarely,1422,7,1,Other,1,3464,2,Male,58,1,3,Clinical Project Manager,4,Single,9262,Low,6061,4,Y,No,22,2,2,8,1,0,1,4,22,13,0,8
E2228,58,Senior,Yes,Travel_Frequently,366,18,1,Other,1,1189,2,Male,28,1,3,Clinical Research Associate I,1,Divorced,9998,Medium,10535,8,Y,Yes,16,2,2,8,3,35,1,3,14,10,9,10
E2229,48,Young,Yes,Non-Travel,1349,7,4,Other,1,8671,2,Male,83,1,2,Clinical Research Associate II,2,Married,10339,Medium,11396,7,Y,No,20,1,2,8,1,25,6,4,12,5,4,4
E2230,28,Senior,No,Travel_Rarely,1336,17,3,Life Sciences,1,7118,1,Female,30,3,2,Clinical Research Associate II,4,Married,18374,High,12370,5,Y,No,15,2,1,8,1,36,4,2,15,0,6,6
E2231,43,Senior,Yes,Non-Travel,1398,7,3,Technical Degree,1,8803,3,Female,33,3,3,Senior CRA,4,Single,10870,Low,11060,6,Y,Yes,21,4,1,8,2,24,3,1,4,4,5,1
E2232,30,Middle-aged,Yes,Travel_Rarely,1042,9,4,Life Sciences,1,4943,3,Female,20,3,2,Senior CRA,1,Divorced,8992,Low,4555,9,Y,Yes,20,2,3,8,3,37,9,2,27,6,5,1
E2233,54,Middle-aged,Yes,Travel_Frequently,1377,26,1,Other,1,9988,4,Male,62,2,3,Clinical Research Associate I,2,Divorced,15098,High,3060,8,Y,No,16,2,2,8,1,33,7,1,12,6,6,4
E2234,18,Young,Yes,Travel_Frequently,678,8,1,Other,1,1783,4,Female,94,4,1,Clinical Trial Manager,1,Married,7474,Low,4024,2,Y,No,22,4,2,8,2,32,4,3,28,4,5,7
E2235,56,Middle-aged,Yes,Travel_Frequently,1223,23,2,Technical Degree,1,8855,4,Female,73,3,1,Clinical Trial Assistant,1,Divorced,11558,High,11549,1,Y,No,17,1,2,8,0,39,1,2,10,11,1,12
E2236,37,Senior,Yes,Non-Travel,666,29,2,Medical,1,3407,1,Female,88,1,5,Clinical Trial Manager,2,Married,16968,Low,16089,5,Y,No,14,2,4,8,2,22,8,2,17,12,8,0
E2237,24,Middle-aged,No,Travel_Rarely,241,15,3,Other,1,2727,1,Female,93,1,5,Clinical Project Manager,2,Married,8812,High,18169,7,Y,No,10,2,2,8,2,23,9,2,23,3,3,9
E2238,46,Young,Yes,Travel_Rarely,277,27,2,Life Sciences,1,7769,1,Male,67,3,2,Clinical Trial Manager,4,Married,18403,Medium,16169,8,Y,No,22,2,2,8,0,17,5,2,21,13,9,6
E2239,33,Middle-aged,No,Travel_Rarely,744,4,3,Technical Degree,1,5324,4,Female,96,4,5,Clinical Trial Assistant,2,Divorced,3779,Medium,18039,2,Y,Yes,18,3,4,8,3,7,7,1,26,1,7,11
E2240,52,Young,Yes,Travel_Frequently,198,25,1,Medical,1,3738,2,Female,64,2,1,Clinical Research Associate I,1,Divorced,7039,Medium,11563,6,Y,Yes,21,4,3,8,1,22,2,2,27,9,9,3
E2241,23,Senior,Yes,Non-Travel,756,16,2,Other,1,2330,4,Male,52,3,4,Clinical Trial Manager,2,Single,18794,High,10184,6,Y,Yes,19,3,4,8,3,28,0,3,9,10,0,0
E2242,30,Middle-aged,No,Travel_Frequently,1456,21,3,Medical,1,7099,3,Female,47,1,2,Clinical Trial Manager,1,Divorced,3192,Medium,14342,3,Y,Yes,22,4,2,8,1,22,1,4,16,11,0,11
E2243,54,Senior,Yes,Travel_Rarely,480,7,3,Life Sciences,1,9397,3,Female,97,3,4,Clinical Trial Manager,3,Single,11042,High,3485,9,Y,No,24,1,2,8,1,14,4,3,18,12,5,3
E2244,31,Senior,Yes,Non-Travel,868,25,4,Technical Degree,1,5194,2,Male,84,4,4,Senior CRA,4,Married,5568,Medium,4141,2,Y,Yes,10,4,1,8,1,19,9,3,24,2,4,5
E2245,48,Senior,Yes,Travel_Rarely,114,11,4,Technical Degree,1,6670,4,Female,66,3,5,Clinical Research Associate II,1,Married,11479,Low,11816,9,Y,No,20,2,2,8,0,12,1,1,8,5,7,2
E2246,29,Young,Yes,Travel_Rarely,1328,22,3,Life Sciences,1,4219,2,Female,88,4,1,Clinical Research Associate II,1,Married,11297,Low,3059,6,Y,Yes,24,2,2,8,3,39,9,3,29,7,6,4
E2247,57,Middle-aged,No,Travel_Rarely,390,22,2,Medical,1,9249,2,Female,49,3,5,Clinical Trial Manager,2,Single,6195,Medium,19013,4,Y,No,14,4,3,8,0,39,7,4,10,13,8,9
E2248,25,Middle-aged,Yes,Travel_Frequently,484,4,2,Other,1,3721,2,Female,90,4,3,Senior CRA,2,Divorced,17954,High,15309,4,Y,No,14,1,3,8,1,32,3,4,6,2,7,3
E2249,18,Senior,Yes,Travel_Rarely,760,1,1,Life Sciences,1,7282,3,Female,82,1,5,Senior CRA,4,Single,10049,Low,2423,2,Y,Yes,13,3,2,8,3,36,6,3,7,11,3,14
E2250,42,Middle-aged,No,Travel_Rarely,280,22,2,Life Sciences,1,1262,2,Male,94,3,3,Clinical Trial Assistant,3,Single,11420,Medium,8217,9,Y,No,22,3,1,8,2,25,2,4,23,5,3,5
E2251,59,Senior,Yes,Travel_Rarely,843,3,1,Life Sciences,1,9401,2,Female,50,1,5,Clinical Research Associate I,3,Divorced,7870,Medium,3030,5,Y,Yes,23,3,1,8,2,38,2,1,10,10,5,10
E2252,38,Young,No,Travel_Frequently,1150,15,1,Life Sciences,1,9433,2,Male,85,4,4,Clinical Project Manager,3,Married,11158,Low,16855,2,Y,No,20,3,1,8,2,31,5,3,7,11,6,10
E2253,30,Young,No,Travel_Rarely,1089,15,2,Life Sciences,1,8340,2,Female,45,4,4,Senior CRA,4,Single,5359,High,18779,1,Y,No,16,1,3,8,1,23,2,3,24,3,3,0
E2254,23,Senior,Yes,Non-Travel,656,24,2,Life Sciences,1,8987,4,Male,64,1,4,Clinical Research Associate I,1,Single,8272,Low,16541,8,Y,Yes,24,1,2,8,3,13,6,3,27,0,7,10
E2255,18,Young,Yes,Non-Travel,708,29,1,Technical Degree,1,4969,3,Male,96,2,3,Clinical Trial Assistant,1,Divorced,17292,Low,1511,0,Y,Yes,13,3,4,8,1,39,1,4,6,8,0,4
E2256,55,Young,No,Non-Travel,1217,10,4,Technical Degree,1,1539,3,Female,95,3,3,Clinical Research Associate II,2,Married,19494,High,17615,4,Y,No,16,1,3,8,3,14,6,2,4,4,9,6
E2257,36,Senior,Yes,Travel_Frequently,1434,3,3,Other,1,3445,2,Female,55,3,4,Clinical Trial Manager,1,Single,19968,Low,13499,2,Y,Yes,23,4,3,8,1,12,8,1,1,5,9,2
E2258,38,Middle-aged,Yes,Travel_Frequently,753,21,2,Medical,1,8633,2,Female,35,2,2,Clinical Research Associate I,2,Married,19662,High,5033,7,Y,No,17,4,4,8,1,10,2,3,14,5,3,2
E2259,56,Middle-aged,Yes,Non-Travel,506,21,2,Life Sciences,1,7621,3,Female,34,4,4,Clinical Research Associate II,1,Married,2509,Low,5348,9,Y,Yes,24,2,3,8,1,2,5,3,22,5,3,5
E2260,22,Middle-aged,Yes,Non-Travel,1381,3,3,Technical Degree,1,1480,4,Male,54,4,3,Clinical Research Associate I,3,Married,4886,Medium,15176,3,Y,No,14,1,1,8,1,10,3,3,4,11,5,9
E2261,53,Senior,No,Non-Travel,1495,11,2,Life Sciences,1,4468,2,Female,60,2,3,Clinical Research Associate II,4,Married,4922,Low,6659,9,Y,No,17,1,3,8,2,38,4,4,0,10,1,1
E2262,43,Young,Yes,Non-Travel,539,3,4,Technical Degree,1,2360,3,Female,70,4,4,Senior CRA,1,Married,10056,Low,12865,5,Y,Yes,15,4,2,8,1,10,2,1,27,12,6,5
E2263,43,Middle-aged,Yes,Travel_Frequently,1231,21,2,Technical Degree,1,9109,1,Female,57,4,3,Clinical Project Manager,3,Single,7461,High,5797,4,Y,No,14,4,2,8,2,3,4,2,19,1,0,3
E2264,43,Young,No,Travel_Rarely,976,9,4,Other,1,2833,2,Female,62,1,4,Clinical Trial Assistant,4,Divorced,6197,Low,14472,3,Y,Yes,17,1,3,8,0,7,3,3,28,10,0,12
